topic_id,label,top_terms,example_narratives
0,"Azombietypevirushadwipedoutalotofpeoplethezombieswereallundergroundthoughandhadntyetcomeintocontactwithussomethingwashappeningtotheatmospherewhichwasforcingustoallgoundergroundiwasattheshopwithagroupofpeopleincludingmomtheyweregettingfoodmostlycannedfoodiwasboredandthensheaskedifiwantedchocolateandigrabbedabunchofchocolateincludingabigbagofferrerorocheslaterinoticedmybaghadbeenopenedandanotherladyshoppingsaidshewantedsomeandisaidyoucouldvejustgrabbedyourownbagandishowedherwheretheywereandsheapologisedigotanewbagformyselfwewentdownacoupleoflevelsandeachlevelhadatrapdoorwewouldthenexploretheentireleveltomakesureitwascleanwegottooneandwerelisteningfornoiseswecarefullyopenedthetrapdooranditalltheseflapscoveredinbloodithadfilledwithwaterandaguyfloatedtothetopbutwasstillalivewepulledhimoutandcouldhearhissingandzombienoisescomingfromdownthereandwethoughtitwasoddtheywereunderwateritwasallfloodedexceptforthefirstlevelsandwewonderedhoweveryonewassupposedtofitlaterweweresomewhereelsewehadarandommixofpeopletherewasablondescottishladykindofmouseylibrarianlookingtherewereafewactorsonecallediainsoftleyoneoftheguysiwaskindoffriendswithgotexcitedwhensomeonesaidwehadanewadditiontothegroupwhowasagirlanditwasbignewsforeveryoneitookissuewithitandaskedwhyitmatteredifitwasagirlhesaidbecausewereguysitssomeonenewtolookatisaiditmakesnodifferencegirlsandguysarethesamehesaidyeahbutwelikeanalandishoutedsodogirlsididntknowwhattherelevanceofthispointwasiwasthinkingabouttheguyswehadinthegroupandcametotheconclusiontherewasonlyoneifoundattractiveandacouplemorethatiwouldsleepwithifihadto, itkeptgoingbackandforwardsbetweenreallifeandavideogamebodysnatchersweretakingovertheywouldbeveryflatandwoodenandithinkdidntblinkasmuchafemalefriendandiwereinahouseforsomereasonandthenwehadtoescapebecausesomeofthefamilywerebodysnatcherswerushedaboutlookingforwindowsandfinallyfoundonethatwecouldfitthroughaswewerewalkingdownthestreetpathwesawtwoguysupaheadonewaskitharingtonandtheotherwasoklookingtheysloweddownandstartedwalkingwithusandkitwaswalkingwithmesoiwashappythatigotthehotonetherestismostlyablurjustsnippetsofusrunningawayandmeetingwithpeopleandthentheywouldturnandwedrunawayfromthemiwasworkingattheairportatsomepointandthislittlefoodplacehadnicelookingmuffinsandcakes, abunchofusfromthetechnicalcollegewerestayingoverinthisstoreitwasacrossfromatargetandihadtousethatasmylandmarktofinditagaineverytimewewentouttodostuffthereweremattressesacrossthefloorintworowseachmattresswasrightupagainsttheonebeforeitonerowwasincompleteandigrabbedamattressandmypillowsandblanketandtriedtofindsomewheretoputitluisandemmanuelweresittingonamattressandemmanuelsaidtogonexttothemtheyweretryingtofigureoutwhereeveryonewouldgoandluisaskedemmanuelsomethinglikeisanyonemorefamiliarwithanyoneelsetoworkoutplacementofthemattressesandemmanuelsaidnothenafterapausehesaidwelltherewasthatonenightasscommentreferringtothetimehekepthuggingmeanandlookedatmeandiwaslikeyeahnoandluiswaslikewaitwhatdidimissandwewavedhimoffiputavideocameradownfacingthebedsandleftsometimelaterinoticedmypillowcaseswereoffmypillowsandwhenigrabbedthepillowstheywereobviouslynotminemypillowcaseswerefromlordoftheringsiangrilyleftlookingformypillowsandwentintootherareasiknewpeopleweresleepingisawonegirlsleepingandsqueezedthepillowsandtheyfeltlikeminesoigrabbedthemandwokeherupandaskedwhereshegotthemshesaidtheywerefromafriendandikeptsayingtheyfeellikemineandshesaidshedidntknowanythingaboutthatandidecidedshewasprobablylegiticontinuedgoingaroundsqueezingpillowsbutnoneoftheotherswerelikemineeventuallyagirlsaidyouwerefilmingwhynotcheckthefootagesoiwentbackandplayedthevideoanditshowedaguyandagirlwhodidntlikemeandwhoididntlikeplanningtotakemypillowsandplantsomethinginthemandgivethembackaweeklatersothatitwouldmakemyhairitchyiaskedsomeoneifishouldtellmrhooveraboutthisandtheysaidtowaitforthemtodoitandisaidbutihaveproofrighthere","azombietypevirushadwipedoutalotofpeoplethezombieswereallundergroundthoughandhadntyetcomeintocontactwithussomethingwashappeningtotheatmospherewhichwasforcingustoallgoundergroundiwasattheshopwithagroupofpeopleincludingmomtheyweregettingfoodmostlycannedfoodiwasboredandthensheaskedifiwantedchocolateandigrabbedabunchofchocolateincludingabigbagofferrerorocheslaterinoticedmybaghadbeenopenedandanotherladyshoppingsaidshewantedsomeandisaidyoucouldvejustgrabbedyourownbagandishowedherwheretheywereandsheapologisedigotanewbagformyselfwewentdownacoupleoflevelsandeachlevelhadatrapdoorwewouldthenexploretheentireleveltomakesureitwascleanwegottooneandwerelisteningfornoiseswecarefullyopenedthetrapdooranditalltheseflapscoveredinbloodithadfilledwithwaterandaguyfloatedtothetopbutwasstillalivewepulledhimoutandcouldhearhissingandzombienoisescomingfromdownthereandwethoughtitwasoddtheywereunderwateritwasallfloodedexceptforthefirstlevelsandwewonderedhoweveryonewassupposedtofitlaterweweresomewhereelsewehadarandommixofpeopletherewasablondescottishladykindofmouseylibrarianlookingtherewereafewactorsonecallediainsoftleyoneoftheguysiwaskindoffriendswithgotexcitedwhensomeonesaidwehadanewadditiontothegroupwhowasagirlanditwasbignewsforeveryoneitookissuewithitandaskedwhyitmatteredifitwasagirlhesaidbecausewereguysitssomeonenewtolookatisaiditmakesnodifferencegirlsandguysarethesamehesaidyeahbutwelikeanalandishoutedsodogirlsididntknowwhattherelevanceofthispointwasiwasthinkingabouttheguyswehadinthegroupandcametotheconclusiontherewasonlyoneifoundattractiveandacouplemorethatiwouldsleepwithifihadto, itkeptgoingbackandforwardsbetweenreallifeandavideogamebodysnatchersweretakingovertheywouldbeveryflatandwoodenandithinkdidntblinkasmuchafemalefriendandiwereinahouseforsomereasonandthenwehadtoescapebecausesomeofthefamilywerebodysnatcherswerushedaboutlookingforwindowsandfinallyfoundonethatwecouldfitthroughaswewerewalkingdownthestreetpathwesawtwoguysupaheadonewaskitharingtonandtheotherwasoklookingtheysloweddownandstartedwalkingwithusandkitwaswalkingwithmesoiwashappythatigotthehotonetherestismostlyablurjustsnippetsofusrunningawayandmeetingwithpeopleandthentheywouldturnandwedrunawayfromthemiwasworkingattheairportatsomepointandthislittlefoodplacehadnicelookingmuffinsandcakes, abunchofusfromthetechnicalcollegewerestayingoverinthisstoreitwasacrossfromatargetandihadtousethatasmylandmarktofinditagaineverytimewewentouttodostuffthereweremattressesacrossthefloorintworowseachmattresswasrightupagainsttheonebeforeitonerowwasincompleteandigrabbedamattressandmypillowsandblanketandtriedtofindsomewheretoputitluisandemmanuelweresittingonamattressandemmanuelsaidtogonexttothemtheyweretryingtofigureoutwhereeveryonewouldgoandluisaskedemmanuelsomethinglikeisanyonemorefamiliarwithanyoneelsetoworkoutplacementofthemattressesandemmanuelsaidnothenafterapausehesaidwelltherewasthatonenightasscommentreferringtothetimehekepthuggingmeanandlookedatmeandiwaslikeyeahnoandluiswaslikewaitwhatdidimissandwewavedhimoffiputavideocameradownfacingthebedsandleftsometimelaterinoticedmypillowcaseswereoffmypillowsandwhenigrabbedthepillowstheywereobviouslynotminemypillowcaseswerefromlordoftheringsiangrilyleftlookingformypillowsandwentintootherareasiknewpeopleweresleepingisawonegirlsleepingandsqueezedthepillowsandtheyfeltlikeminesoigrabbedthemandwokeherupandaskedwhereshegotthemshesaidtheywerefromafriendandikeptsayingtheyfeellikemineandshesaidshedidntknowanythingaboutthatandidecidedshewasprobablylegiticontinuedgoingaroundsqueezingpillowsbutnoneoftheotherswerelikemineeventuallyagirlsaidyouwerefilmingwhynotcheckthefootagesoiwentbackandplayedthevideoanditshowedaguyandagirlwhodidntlikemeandwhoididntlikeplanningtotakemypillowsandplantsomethinginthemandgivethembackaweeklatersothatitwouldmakemyhairitchyiaskedsomeoneifishouldtellmrhooveraboutthisandtheysaidtowaitforthemtodoitandisaidbutihaveproofrighthere, itsnotveryclearbutiremembersmokingaconeatsomepointemmanuelandihadgottencloserandtherewerethesepicsofhimandagirlandsomeoneaskedaboutthemandhesaiditwasntseriouswestarteddatingithinkandhadsexatsomepoint, imnotsurewhereiwasbuttherewasthishugetoiletwithstallsinthemiddleoftheroomitwasverygreyandverydirtyiwentintheretopeeandasisatdownanothergirlcameinandaskedwhatiwasdoingasshegotintothenextstallwhichputmeofflatertherewasascreeningofsomesmallfilmbutthereweresomebiggueststherelikejacknicholsonwewerehidingbehindthiswallasweweredoingbehindthescenesworkandwepeekedaroundthefronttoseealltheguestsandwespottedjacknicholsonandgiggledtoeachotherlateriwassomewherewithtechnicalcollegepeopleandiwasinthewatersortofupsidedownandclassmatempokedmeinthebumandmadeacommentandirealisedthatidgottenmyperiodanditwasshowingthroughiwasntembarrassedbutannoyedandmentionedwhathadhappenedasilookedaroundtofindapadandsomecleanpants, iwaswatchingthematrixneowasrunningawayfromagentsmithandwasrunningthroughthismarketandshoppingcentertheagentkeptchangingintopeopleandneowasonlybarelyoutrunninghimneogotonafastelevatortothetopfloorandthenranandtookthisballoonthingtothegroundandtheagentgaveupneoalsohadtwokidsagirlandaboyandwasstilltryingtodecidewhethertoleavethematrix, iwasatthetechnicalcollegeandiwasrunninglateforclassbutwantedtogetlunchigotthiswrapthingwhichwaschickenwithlettuceandtomatoigottoclassandmrjenningswasthelecturerthedesklayoutwaslikeasquarecwiththeopenpartatthefrontwheremrjenningswastristanwasatthedeskontheleftsideasyoucameintheroomandfletcherwasnexttohimonhisleftisatnexttotristanontherighttheyhadalreadystartedclassandhadbeenhandedoutcardstheyallhaddifferentthingsonthemitemsorpetsorpeoplehewashandingoutadifferentnumberofcardstoeachpersonanditwassupposedtoforceadivideintheroomorsomethingmakesomepeoplearrogantaboutthenumberofcardsorwhatcardstheyhadetcmrjenningsgavemeonecardandithadapictureofacartoonelephantandwascalledbopisaidtotristanihavethebestoneiwaseatingmywrapinclassanditwasverymessyandtherewaslotsoflettucesometimesitwassteakinsteadofchicken, iwasatthetechnicalcollegeanditwasstillyesterdayandsometimeaftermyinterviewiwalkedoutintothelobbyandsawjjdecegliestandingoutsidethefrontdoorsleaningagainstthewalloftheramponhisphoneiduckedoutofsightandfoundceceliaandsaidthathewasstillherewheniwentbackouthewasinsideandsawmeandinvitedmetosomethingtomorrowitwassomereallyexpensiveshowlikeorsomethingisaidicouldntafforditanddidntreallyhavesparetimeandhekeptsayingweirdthingsimanagedtoleavebrieflyandfoundceceliaandsaidheinvitedmesomewhereandshesaidlikeonadateandisaididontknowmaybehesjusttryingtobefriendlyandshewentouttospeaktohimandiwastryingtotellhernottoshestartedsayingstuffliketobackoffandshesaidsomethingtomelikestopbeingsodeludedasscommentasinpeopledolikeyouanthenitstartedpouringdownandwasreallywindytherainwasalsocominginsidesomehowjjwentdownatunnelaroundthecornertogotoacarparkandwehadtofollowasitwasthebestwaytoavoidtheweatherwewereconcernedabouthowwewouldgetbacktogoodadvicelateriwasatgoodadviceandgordywastheredancingaround, iputthisgriptapethinginmymouthwhileididsomethingelsebuticoughedanditscratchedthetopofmymouthicouldtastebloodandilookedinthemirrorandtherewasacutatthetopbackofmythroatanditwasdrippingdownthebackofmythroatigargledsomewateranditfeltlikeiwasdrowningandcouldntbreatheispatitoutandthewaterwasredididitanothertwotimesanditwasstillbleedingandkeptgoingdownmythroatiwokeupfeelinglikeiwasdrowningasscommentiwasthirstyan, iwasoutsomewherewithmomatsomekindofshoptherewerelotsofpeopleisawgraysonthereandtherewereabunchofwomanfawningoverhimandmommadesomecommentlikeiheardhewasgoodlookingandiwaslikeuhhesnotmytypelateriwasathomewhichwasliketheoldhouseandiwastryingtogetintothebathroomiwentthroughthebedroomandthedoorwaslikemottledglassandiopeneditalittleanditwassteamyisawaglimpseofmomandgraysonlikekissingandtheyshutthedooriwasconfusedhowthathadhappened","I put this griptape thing in my mouth while I did something else but I coughed and it scratched the top of my mouth. I could taste blood and I looked in the mirror and there was a cut at the top/back ; I was at the Technical College and I was running late for class but wanted to get lunch. I got this wrap thing which was chicken with lettuce and tomato. I got to class and Mr Jennings was the lecture; I'm not sure where I was, but there was this huge toilet with stalls in the middle of the room. It was very grey and very dirty. I went in there to pee and as I sat down, another girl came in and aske"
1,"Iwasreallyhornyandmessagingpeopleoffcraigslistforsexeventuallyiwentovertosomeguyshouseandhadsexwithhimthenextdayiwasathomeithinkitwascompletelydifferentsittingwithtristanfrederickandaguythatithinkwasaclosefriendorfamilymemberoffrederickshesaidsomethingsuggestingfrederickshouldsleepwithmeandfredericksaididontwanttosleepwithherivetriedbutshesunresponsivetheguysaidsomethinglikeidontknowsometimesyoudonteventakeyourshoesoffieyoudonttryveryhardandilookedawayblushingiwastalkingtofredericklatertryingtosuggestiwasinterestedandwonderingwhethertotellhimthatisleptwithsomeoneelsetherewasafacebookchatwithmebryceandpercysomeguyjoineditsomehowgettingitfromlikecraigslistandwassayingsexthingstomeideletedtheguyandthenpercyandbryce, wewerestayingatsomeresortnearthebeachwithapoollotsofpeopleweknewwerethereiwasinagroupchatonadatingsitewithabunchofpeopleandsomeonesaidthatlastnightfrederickhadboughtpresentsforandgonehomewiththisyearoldladyiwasveryangryandupsetipostedhedidntevengetmeapresentwewerethenhomeandihadtoleaveandiopenedhisdoorandhewassittingonhisbedandishoutedyousuckandleftbrycecameoutofthehouseaskingforaliftbutiwassoangryididntnoticeandgotinmycarandtookoffdownthestreetthenirememberedbryceandwentbackforhimidroppedhimoffhomeandwentinsideitwaslikeaweirdapartmentinthejunglehismotherwasweirdbutniceiwasthenbackattheresortsomeonecalledizzyonanotherchatsaidialmostsleptwithfrederickafewdaysagoirepliedidontknowwhoyouareizzybutdontsleepwithfrederickitwillruinyourfriendshiphewasinthechattoobutididntcareitwasalmosteveningandiwantedtogoforaswimmypantshadgottenwetandwerehardtotakeoffitookoffmyshirttooiwaslookingthroughmycupboardsformybathersbutcouldntfindthemanywhereisteppedoutofthecupboardandnoticedmydoorwasopenandaguywaslookingthatwaywebothscreamedandicoveredupandthenwelaughedishutthedoorandputashirtonbutpeekedthroughitandsaidididntrealizeitwasopenfrederickcameandwaslikeiwannaseeandwasbeinghisusualflirtyselfhewalkedawayandcamebackandsatonthischairithoughthelookedskinniertheniclosedthedoorandturnedaroundandfrederickandanotherguywereinmyroomisaidhowdidyougetinhereandfrederickwasjustgigglingilookedbackoutthedoorandhewasstillsittingthereandiwasconfusedthenhestoodupandtheysaiditwassomeoneelsewithprostheticsbutitlookedjustlikehimijokedithoughtyoulookedskinnier, iwaswatchingdeadpoolbutitwasdifferentmorenabaccarinandryanreynoldswerestillinitthoughbaccarinwasinthisdodgylookingcarparkanditwasnightshewaswaitingfordeadpoolshewaswalkingpastacarandthereweresomeguysinitsherealiseditwasanambushandthendeadpoolfinallycamehefoughtwithafewguysanddodgedsomebulletsandthentheybothgotintothiscarshewasinthedriversseatbutthenitwasmehejumpstartedthecarandthenwasscreamingdrivethroughthecarssoistarteddrivingandturnedandwentdownthisstreetthecarwasoldandveryslowbutstartedtopickupspeedhekeptscreamingjustkeepgoingandsheidrovethecaroverthiscliffbuttherewasamassivedropanddownbelowwastheoceanitwentinslowmotionandwentquitefaruntilfinallycrashingintothewaterthenitshowedabeachresortandtheopeningofthebeachthewaterbubbledandthendeadpoolcamewalkingoutbuthewascoveredinseaweedandstuffandyoucouldntseehimatallhewascompletelygreenhewalkedintotheresortthenitwentbackandshowedmorenabaccarincomingoutofthewaterandshehadamermaidcostumeonwhichshowedhercleavageiwasannoyedthattheygaveherthedecorativefemaletreatmentwhateverhadhappenedtothemhadmadethemimmortalforsomereasontheygotcleanedupandtherewerealotofcloseupsofbaccarinsmilingandiwonderedifheronlyroleinthefilmwastosmilealot","iwasreallyhornyandmessagingpeopleoffcraigslistforsexeventuallyiwentovertosomeguyshouseandhadsexwithhimthenextdayiwasathomeithinkitwascompletelydifferentsittingwithtristanfrederickandaguythatithinkwasaclosefriendorfamilymemberoffrederickshesaidsomethingsuggestingfrederickshouldsleepwithmeandfredericksaididontwanttosleepwithherivetriedbutshesunresponsivetheguysaidsomethinglikeidontknowsometimesyoudonteventakeyourshoesoffieyoudonttryveryhardandilookedawayblushingiwastalkingtofredericklatertryingtosuggestiwasinterestedandwonderingwhethertotellhimthatisleptwithsomeoneelsetherewasafacebookchatwithmebryceandpercysomeguyjoineditsomehowgettingitfromlikecraigslistandwassayingsexthingstomeideletedtheguyandthenpercyandbryce, wewerestayingatsomeresortnearthebeachwithapoollotsofpeopleweknewwerethereiwasinagroupchatonadatingsitewithabunchofpeopleandsomeonesaidthatlastnightfrederickhadboughtpresentsforandgonehomewiththisyearoldladyiwasveryangryandupsetipostedhedidntevengetmeapresentwewerethenhomeandihadtoleaveandiopenedhisdoorandhewassittingonhisbedandishoutedyousuckandleftbrycecameoutofthehouseaskingforaliftbutiwassoangryididntnoticeandgotinmycarandtookoffdownthestreetthenirememberedbryceandwentbackforhimidroppedhimoffhomeandwentinsideitwaslikeaweirdapartmentinthejunglehismotherwasweirdbutniceiwasthenbackattheresortsomeonecalledizzyonanotherchatsaidialmostsleptwithfrederickafewdaysagoirepliedidontknowwhoyouareizzybutdontsleepwithfrederickitwillruinyourfriendshiphewasinthechattoobutididntcareitwasalmosteveningandiwantedtogoforaswimmypantshadgottenwetandwerehardtotakeoffitookoffmyshirttooiwaslookingthroughmycupboardsformybathersbutcouldntfindthemanywhereisteppedoutofthecupboardandnoticedmydoorwasopenandaguywaslookingthatwaywebothscreamedandicoveredupandthenwelaughedishutthedoorandputashirtonbutpeekedthroughitandsaidididntrealizeitwasopenfrederickcameandwaslikeiwannaseeandwasbeinghisusualflirtyselfhewalkedawayandcamebackandsatonthischairithoughthelookedskinniertheniclosedthedoorandturnedaroundandfrederickandanotherguywereinmyroomisaidhowdidyougetinhereandfrederickwasjustgigglingilookedbackoutthedoorandhewasstillsittingthereandiwasconfusedthenhestoodupandtheysaiditwassomeoneelsewithprostheticsbutitlookedjustlikehimijokedithoughtyoulookedskinnier, iwaswatchingdeadpoolbutitwasdifferentmorenabaccarinandryanreynoldswerestillinitthoughbaccarinwasinthisdodgylookingcarparkanditwasnightshewaswaitingfordeadpoolshewaswalkingpastacarandthereweresomeguysinitsherealiseditwasanambushandthendeadpoolfinallycamehefoughtwithafewguysanddodgedsomebulletsandthentheybothgotintothiscarshewasinthedriversseatbutthenitwasmehejumpstartedthecarandthenwasscreamingdrivethroughthecarssoistarteddrivingandturnedandwentdownthisstreetthecarwasoldandveryslowbutstartedtopickupspeedhekeptscreamingjustkeepgoingandsheidrovethecaroverthiscliffbuttherewasamassivedropanddownbelowwastheoceanitwentinslowmotionandwentquitefaruntilfinallycrashingintothewaterthenitshowedabeachresortandtheopeningofthebeachthewaterbubbledandthendeadpoolcamewalkingoutbuthewascoveredinseaweedandstuffandyoucouldntseehimatallhewascompletelygreenhewalkedintotheresortthenitwentbackandshowedmorenabaccarincomingoutofthewaterandshehadamermaidcostumeonwhichshowedhercleavageiwasannoyedthattheygaveherthedecorativefemaletreatmentwhateverhadhappenedtothemhadmadethemimmortalforsomereasontheygotcleanedupandtherewerealotofcloseupsofbaccarinsmilingandiwonderedifheronlyroleinthefilmwastosmilealot, iwaswatchingthebigbrotherfinallauralookedoldandfatandhadgreystreaksinherhairwhenisawandywalkingdownicalledoutandyandhestoppedandsmiledandigavehimahugandsaidhewasmyfavouriteorsomethingasajokesomeonelistedthesetwoasiankidsasadoptedchildrenforalextheywerelikeorsomethingthentherewasajokepredictionthingwherealexandiweremarriedinthefutureandmomwaslikeyeahlikeyoudbelievehedbewithherandiwaslikeidontthinkhesanythingspecialanywaybutthenwedidenduptogetherandwestillhadthekidsandweweregettingthemoutofthecartotakethemsomewhere, iwaslookingattheonlinetimetablefornextsemesterandifoundawaytoswitchclassesanditputmeintheagroupichangedbacktoourgroupsinceididntwanttoleavethegroupbutiwantedthenicetimetable, iwasatthetechnicalcollegewhichwasdifferentandweweregoingforlunchwewenttothecanteenanditwasweirdandlotsofstuffwasclosedihadfoundavideoofmefallingandcurlingupasabuscametowardsmeandbrockstoppedthebusihadforgottenaboutitishowedtristanandfredericklaterwewereatapubandtristangotdrunkandkissedmsnowakandshejustlaughed, iwasatthetechnicalcollegewhichwasdifferentandisawdmitriwehadaquickchatanddiscoveredhewasjoiningourcourselateriwalkedpasthimagaintalkingtoateacherandiheardmynameandtheconversationseemedtoimplythathewastryingtogetintomyclassisentamessagetothegroupsayingaguyihadacrushoninhighschoolisjoiningdiplomaandwhenicheckedrepliesihadareplyfromceceliaandjudahandirealisedidsentittothewronggroupchatiwasrunningaboutdoingstuffforawhileandwasstressedaboutwhateveritwasthenitwasagameandthisgirlwasgoingtocollegeorsomethingforthefirsttimeandhadayoungersistertheywereinthecarandthemomwasdrivingthemshegotthereanditwasweirdandshewasinherroomandtherewasadoordownstairsleadingtothiscreepyhelltypeplacewheresomekindofdevilguywasitkeptresettingthoughshealwaysrememberedbitsofitandhemadethingscreepierforhereachtimesheopenedacupboardatonepointandthesecardswerebeinginvisiblythrownaroundandsheknockedabunchofstuffovertotryandmakeitstopbutitdidntthentherewereafewpeopleinthehallnexttothestairsandtherewasadarktunnelthatledunderneaththestairstotheotherhalltheywerewaitingforsomethingandinoticedthedevilguystandingintheshadowsandiyelledoutandsheattackedhimandkilledhimbutthenhecamebackbiggerandshekilledhimandthenhecamebackbiggerandstrongeragainandwithotherbossesandihadnoideahowtobeatthislevel, iwassomewherewhereishouldnthavebeenandwastryingtogetoutisnuckintothefrontpassengerseatofthiscarandhidonthefloorbrockgotinthedriversseatandwastalkingtotheownerwhowasfrederickandiwastryingtosignaltobrocktonotgivemeawaybuthedidntevenlookatmeirealizedthathewasdoingittonotgivemeawaytheparkingwasundergroundandhehadtodriveupstairsgetouttogetakeyandcomebacktodriveoutihadtogetoutatthefirststopandiwaitedforawhileandwalkedouttherewerelotsofpeoplebutididntseefrederickiwentoutsideandsawbrockscarpulleduponthesideoftheroaditwasinlikeacityitwasdayandovercastoratleastitwasverygreyhiscarwaskindoflikearangercarandwaslightgreyigotinandasididrealizeditwasadreamisaidtobrockwhatareyoudoingandicantrememberhisreplybutimpliediwouldknowireachedoverandruffledhishairandwasthinkingweshouldhavesexhemadeajokeaboutthefactthatthescenedidntchangeandthatevenmysubconsciouswasrejectingmeandwebothlaughedandisaidicantevengetlaidinmydreamsthenikindofwokeupbutwasinsleepparalysisiheardtristanandfredericktalkinginmyroomandthenitsoundedasiffrederickwasmasturbatingicouldhearthesquelchysoundsandthenifeltsomethingwarmlandonmylegthenifeltsomeonecomeclosetomyfaceandcouldfeelthehotairfrombreathingonmyfaceandtheystartedsniffingmemyfirstthoughtwasthatfrederickwasgoingtokissmeandthenthatmaybeitwasadogiwasscaredandtriedtoscreambuticouldntopenmymouthormyeyesicouldseetheveinsinmyeyelidspoundingandallicouldhearwasthisscreechfrommybloodpumpingislowlycontrolledmybreathingandwokemyselfup, iwasinlondonandmyflightwastonightiwasattheairportbuthadntcheckedinyeticouldntrememberwhattimemyflightwasandithoughtmaybepmorpmihadalmostjobsforthenextweekandalsorealizediwouldntbebackforgoodadviceitwasnearlyandidlosttrackoftimesoitriedtochecktheflighttimeasiranthroughtheairportiwastryingtocheckinonlineaswellbutiwashavingtroublefindingthepageiranpastaplaneabouttocloseandsomehowrealiseditwasmineandisaidpleasewaitminsandtheladysaidyouhaveminsuntilweclosethedoorsirantofrontofairporttocheckinbutknewiwouldntmakeitintime, iwasinanelevatorandwhenitopenedthelightswereflickeringanditlookedlikeacreepyhospitalithoughtithadtobeadreamandcouldseesomethingconvulsingjustaroundthecorneriwenttoflickthelightswitchtocheckifitwasadreamandthentheconvulsingthingwastristanandhelookedupatmebuthisfeaturesallstartedmeltingintohisfacesoitlookedlikehehadnofaceiwasscaredandwaslikedefinitelyadreamandsaidnoidontlikethisandhestartedcomingtowardsmeandishutmyeyesandtriedtobreatheandwakemyselfupwhichidid","I was at the Technical College, which was different and I saw Dmitri. We had a quick chat and discovered he was joining our course. Later I walked past him again talking to a teacher and I heard my na; I was really horny and messaging people off Craigslist for sex. Eventually I went over to some guy's house and had sex with him. The next day I was at home (I think, it was completely different), sitt; I was staying at this hotel type of thing. I had a room down one end but it was open and Nana had a room at the other end. Frederick had a room down the hall and we were dating or sleeping together or"
